"Anti-miARNs","Recuento_Celular","Replicas ","Tiempo","Concentracion","Fluorescencia","","","","","","","","","","","","","",""
"1","1","4","5","5","6232","","","","","","","","","","","","","",""
"1","1","5","5","5","4417","","","","","","","","","","","","","",""
"1","1","6","5","5","5844","","","","","","","","","","","","","",""
"1","1","7","5","5","3735","","","","","","","","","","","","","",""
"1","1","8","5","5","5723","","","","","","","","","","","","","",""
"1","1","1","6","5","5671","","","","","","","","","","","","","",""
"1","1","2","6","5","6016","","","","","","","","","","","","","",""
"1","1","3","6","5","5087","","","","","","","","","","","","","",""
"1","1","4","6","5","6721","","","","","","","","","","","","","",""
"1","1","5","6","5","4822","","","","","","","","","","","","","",""
"1","1","6","6","5","6017","","","","","","","","","","","","","",""
"1","1","7","6","5","4100","","","","","","","","","","","","","",""
"1","1","8","6","5","6025","","","","","","","","","","","","","",""
"1","1","1","7","5","6526","","","","","","","","","","","","","",""
"1","1","2","7","5","6818","","","","","","","","","","","","","",""
"1","1","3","7","5","5972","","","","","","","","","","","","","",""
"1","1","4","7","5","7399","","","","","","","","","","","","","",""
"1","1","5","7","5","5310","","","","","","","","","","","","","",""
"1","1","6","7","5","6767","","","","","","","","","","","","","",""
"1","1","7","7","5","4911","","","","","","","","","","","","","",""
"1","1","8","7","5","6794","","","","","","","","","","","","","",""
"1","0","1","1","5","15","","","","","","","","","","","","","",""
"1","0","2","1","5","5","","","","","","","","","","","","","",""
"1","0","3","1","5","5","","","","","","","","","","","","","",""
"1","0","4","1","5","18","","","","","","","","","","","","","",""
"1","0","5","1","5","6","","","","","","","","","","","","","",""
"1","0","6","1","5","11","","","","","","","","","","","","","",""
"1","0","7","1","5","212","","","","","","","","","","","","","",""
"1","0","8","1","5","16","","","","","","","","","","","","","",""
"1","0","1","2","5","118","","","","","","","","","","","","","",""
"1","0","2","2","5","22","","","","","","","","","","","","","",""
"1","0","3","2","5","31","","","","","","","","","","","","","",""
"1","0","4","2","5","41","","","","","","","","","","","","","",""
"1","0","5","2","5","9","","","","","","","","","","","","","",""
"1","0","6","2","5","31","","","","","","","","","","","","","",""
"1","0","7","2","5","138","","","","","","","","","","","","","",""
"1","0","8","2","5","24","","","","","","","","","","","","","",""
"1","0","1","3","5","45","","","","","","","","","","","","","",""
"1","0","2","3","5","74","","","","","","","","","","","","","",""
"1","0","3","3","5","74","","","","","","","","","","","","","",""
"1","0","4","3","5","64","","","","","","","","","","","","","",""
"1","0","5","3","5","20","","","","","","","","","","","","","",""
"1","0","6","3","5","32","","","","","","","","","","","","","",""
"1","0","7","3","5","148","","","","","","","","","","","","","",""
"1","0","8","3","5","33","","","","","","","","","","","","","",""
"1","0","1","4","5","117","","","","","","","","","","","","","",""
"1","0","2","4","5","150","","","","","","","","","","","","","",""
"1","0","3","4","5","161","","","","","","","","","","","","","",""
"1","0","4","4","5","163","","","","","","","","","","","","","",""
"1","0","5","4","5","77","","","","","","","","","","","","","",""
"1","0","6","4","5","108","","","","","","","","","","","","","",""
"1","0","7","4","5","219","","","","","","","","","","","","","",""
"1","0","8","4","5","116","","","","","","","","","","","","","",""
"1","0","1","5","5","218","","","","","","","","","","","","","",""
"1","0","2","5","5","265","","","","","","","","","","","","","",""
"1","0","3","5","5","283","","","","","","","","","","","","","",""
"1","0","4","5","5","321","","","","","","","","","","","","","",""
"1","0","5","5","5","161","","","","","","","","","","","","","",""
"1","0","6","5","5","241","","","","","","","","","","","","","",""
"1","0","7","5","5","339","","","","","","","","","","","","","",""
"1","0","8","5","5","250","","","","","","","","","","","","","",""
"1","0","1","6","5","376","","","","","","","","","","","","","",""
"1","0","2","6","5","385","","","","","","","","","","","","","",""
"1","0","3","6","5","470","","","","","","","","","","","","","",""
"1","0","4","6","5","527","","","","","","","","","","","","","",""
"1","0","5","6","5","307","","","","","","","","","","","","","",""
"1","0","6","6","5","420","","","","","","","","","","","","","",""
"1","0","7","6","5","413","","","","","","","","","","","","","",""
"1","0","8","6","5","465","","","","","","","","","","","","","",""
"1","0","1","7","5","551","","","","","","","","","","","","","",""
"1","0","2","7","5","558","","","","","","","","","","","","","",""
"1","0","3","7","5","612","","","","","","","","","","","","","",""
"1","0","4","7","5","788","","","","","","","","","","","","","",""
"1","0","5","7","5","449","","","","","","","","","","","","","",""
"1","0","6","7","5","686","","","","","","","","","","","","","",""
"1","0","7","7","5","619","","","","","","","","","","","","","",""
"1","0","8","7","5","649","","","","","","","","","","","","","",""
"0","1","1","1","5","3371","","","","","","","","","","","","","",""
"0","1","2","1","5","4491","","","","","","","","","","","","","",""
"0","1","3","1","5","2286","","","","","","","","","","","","","",""
"0","1","4","1","5","4857","","","","","","","","","","","","","",""
"0","1","5","1","5","2095","","","","","","","","","","","","","",""
"0","1","6","1","5","3987","","","","","","","","","","","","","",""
"0","1","7","1","5","2108","","","","","","","","","","","","","",""
"0","1","8","1","5","4035","","","","","","","","","","","","","",""
"0","1","1","2","5","3648","","","","","","","","","","","","","",""
"0","1","2","2","5","4405","","","","","","","","","","","","","",""
"0","1","3","2","5","2743","","","","","","","","","","","","","",""
"0","1","4","2","5","5004","","","","","","","","","","","","","",""
"0","1","5","2","5","2306","","","","","","","","","","","","","",""
"0","1","6","2","5","4024","","","","","","","","","","","","","",""
"0","1","7","2","5","2403","","","","","","","","","","","","","",""
"0","1","8","2","5","4099","","","","","","","","","","","","","",""
"0","1","1","3","5","4439","","","","","","","","","","","","","",""
"0","1","2","3","5","5329","","","","","","","","","","","","","",""
"0","1","3","3","5","3427","","","","","","","","","","","","","",""
"0","1","4","3","5","5794","","","","","","","","","","","","","",""
"0","1","5","3","5","3032","","","","","","","","","","","","","",""
"0","1","6","3","5","5082","","","","","","","","","","","","","",""
"0","1","7","3","5","3101","","","","","","","","","","","","","",""
"0","1","8","3","5","5029","","","","","","","","","","","","","",""
"0","1","1","4","5","5070","","","","","","","","","","","","","",""
"0","1","2","4","5","5655","","","","","","","","","","","","","",""
"0","1","3","4","5","4030","","","","","","","","","","","","","",""
"0","1","4","4","5","6325","","","","","","","","","","","","","",""
"0","1","5","4","5","3861","","","","","","","","","","","","","",""
"0","1","6","4","5","5983","","","","","","","","","","","","","",""
"0","1","7","4","5","3902","","","","","","","","","","","","","",""
"0","1","8","4","5","6011","","","","","","","","","","","","","",""
"0","1","1","5","5","5616","","","","","","","","","","","","","",""
"0","1","2","5","5","6265","","","","","","","","","","","","","",""
"0","1","3","5","5","4587","","","","","","","","","","","","","",""
"0","1","4","5","5","6776","","","","","","","","","","","","","",""
"0","1","5","5","5","4263","","","","","","","","","","","","","",""
"0","1","6","5","5","6188","","","","","","","","","","","","","",""
"0","1","7","5","5","4136","","","","","","","","","","","","","",""
"0","1","8","5","5","5988","","","","","","","","","","","","","",""
"0","1","1","6","5","6333","","","","","","","","","","","","","",""
"0","1","2","6","5","6455","","","","","","","","","","","","","",""
"0","1","3","6","5","5241","","","","","","","","","","","","","",""
"0","1","4","6","5","7327","","","","","","","","","","","","","",""
"0","1","5","6","5","4791","","","","","","","","","","","","","",""
"0","1","6","6","5","6784","","","","","","","","","","","","","",""
"0","1","7","6","5","4749","","","","","","","","","","","","","",""
"0","1","8","6","5","6588","","","","","","","","","","","","","",""
"0","1","1","7","5","6780","","","","","","","","","","","","","",""
"0","1","2","7","5","6802","","","","","","","","","","","","","",""
"0","1","3","7","5","5925","","","","","","","","","","","","","",""
"0","1","4","7","5","7479","","","","","","","","","","","","","",""
"0","1","5","7","5","5305","","","","","","","","","","","","","",""
"0","1","6","7","5","7122","","","","","","","","","","","","","",""
"0","1","7","7","5","5331","","","","","","","","","","","","","",""
"0","1","8","7","5","6857","","","","","","","","","","","","","",""
"0","0","1","1","5","14","","","","","","","","","","","","","",""
"0","0","2","1","5","47","","","","","","","","","","","","","",""
"0","0","3","1","5","16","","","","","","","","","","","","","",""
"0","0","4","1","5","34","","","","","","","","","","","","","",""
"0","0","5","1","5","4","","","","","","","","","","","","","",""
"0","0","6","1","5","12","","","","","","","","","","","","","",""
"0","0","7","1","5","546","","","","","","","","","","","","","",""
"0","0","8","1","5","18","","","","","","","","","","","","","",""
"0","0","1","2","5","15","","","","","","","","","","","","","",""
"0","0","2","2","5","60","","","","","","","","","","","","","",""
"0","0","3","2","5","18","","","","","","","","","","","","","",""
"0","0","4","2","5","45","","","","","","","","","","","","","",""
"0","0","5","2","5","96","","","","","","","","","","","","","",""
"0","0","6","2","5","26","","","","","","","","","","","","","",""
"0","0","7","2","5","16","","","","","","","","","","","","","",""
"0","0","8","2","5","42","","","","","","","","","","","","","",""
"0","0","1","3","5","45","","","","","","","","","","","","","",""
"0","0","2","3","5","110","","","","","","","","","","","","","",""
"0","0","3","3","5","37","","","","","","","","","","","","","",""
"0","0","4","3","5","81","","","","","","","","","","","","","",""
"0","0","5","3","5","32","","","","","","","","","","","","","",""
"0","0","6","3","5","64","","","","","","","","","","","","","",""
"0","0","7","3","5","44","","","","","","","","","","","","","",""
"0","0","8","3","5","90","","","","","","","","","","","","","",""
"0","0","1","4","5","110","","","","","","","","","","","","","",""
"0","0","2","4","5","160","","","","","","","","","","","","","",""
"0","0","3","4","5","109","","","","","","","","","","","","","",""
"0","0","4","4","5","142","","","","","","","","","","","","","",""
"0","0","5","4","5","70","","","","","","","","","","","","","",""
"0","0","6","4","5","147","","","","","","","","","","","","","",""
"0","0","7","4","5","103","","","","","","","","","","","","","",""
"0","0","8","4","5","161","","","","","","","","","","","","","",""
"0","0","1","5","5","197","","","","","","","","","","","","","",""
"0","0","2","5","5","290","","","","","","","","","","","","","",""
"0","0","3","5","5","199","","","","","","","","","","","","","",""
"0","0","4","5","5","262","","","","","","","","","","","","","",""
"0","0","5","5","5","140","","","","","","","","","","","","","",""
"0","0","6","5","5","271","","","","","","","","","","","","","",""
"0","0","7","5","5","175","","","","","","","","","","","","","",""
"0","0","8","5","5","237","","","","","","","","","","","","","",""
"0","0","1","6","5","340","","","","","","","","","","","","","",""
"0","0","2","6","5","452","","","","","","","","","","","","","",""
"0","0","3","6","5","340","","","","","","","","","","","","","",""
"0","0","4","6","5","493","","","","","","","","","","","","","",""
"0","0","5","6","5","232","","","","","","","","","","","","","",""
"0","0","6","6","5","417","","","","","","","","","","","","","",""
"0","0","7","6","5","332","","","","","","","","","","","","","",""
"0","0","8","6","5","487","","","","","","","","","","","","","",""
"0","0","1","7","5","562","","","","","","","","","","","","","",""
"0","0","2","7","5","725","","","","","","","","","","","","","",""
"0","0","3","7","5","459","","","","","","","","","","","","","",""
"0","0","4","7","5","919","","","","","","","","","","","","","",""
"0","0","5","7","5","333","","","","","","","","","","","","","",""
"0","0","6","7","5","612","","","","","","","","","","","","","",""
"0","0","7","7","5","441","","","","","","","","","","","","","",""
"0","0","8","7","5","601","","","","","","","","","","","","","",""
