"Anti-miARNs","Recuento_Celular","Replicas ","Tiempo","Concentracion","Fluorescencia","","","","","","","","","","","","","",""
"1","1","8","4","5","7531","","","","","","","","","","","","","",""
"1","1","1","5","5","6278","","","","","","","","","","","","","",""
"1","1","2","5","5","7036","","","","","","","","","","","","","",""
"1","1","3","5","5","5509","","","","","","","","","","","","","",""
"1","1","4","5","5","6874","","","","","","","","","","","","","",""
"1","1","5","5","5","6770","","","","","","","","","","","","","",""
"1","1","6","5","5","7234","","","","","","","","","","","","","",""
"1","1","7","5","5","6195","","","","","","","","","","","","","",""
"1","1","8","5","5","7365","","","","","","","","","","","","","",""
"1","1","1","6","5","6307","","","","","","","","","","","","","",""
"1","1","2","6","5","7080","","","","","","","","","","","","","",""
"1","1","3","6","5","5678","","","","","","","","","","","","","",""
"1","1","4","6","5","7078","","","","","","","","","","","","","",""
"1","1","5","6","5","6733","","","","","","","","","","","","","",""
"1","1","6","6","5","7387","","","","","","","","","","","","","",""
"1","1","7","6","5","6356","","","","","","","","","","","","","",""
"1","1","8","6","5","7562","","","","","","","","","","","","","",""
"1","1","1","7","5","6112","","","","","","","","","","","","","",""
"1","1","2","7","5","7364","","","","","","","","","","","","","",""
"1","1","3","7","5","5529","","","","","","","","","","","","","",""
"1","1","4","7","5","7402","","","","","","","","","","","","","",""
"1","1","5","7","5","6413","","","","","","","","","","","","","",""
"1","1","6","7","5","7266","","","","","","","","","","","","","",""
"1","1","7","7","5","6405","","","","","","","","","","","","","",""
"1","1","8","7","5","7346","","","","","","","","","","","","","",""
"1","0","1","1","5","16","","","","","","","","","","","","","",""
"1","0","2","1","5","31","","","","","","","","","","","","","",""
"1","0","3","1","5","42","","","","","","","","","","","","","",""
"1","0","4","1","5","124","","","","","","","","","","","","","",""
"1","0","5","1","5","19","","","","","","","","","","","","","",""
"1","0","6","1","5","52","","","","","","","","","","","","","",""
"1","0","7","1","5","10","","","","","","","","","","","","","",""
"1","0","8","1","5","126","","","","","","","","","","","","","",""
"1","0","1","2","5","32","","","","","","","","","","","","","",""
"1","0","2","2","5","43","","","","","","","","","","","","","",""
"1","0","3","2","5","92","","","","","","","","","","","","","",""
"1","0","4","2","5","171","","","","","","","","","","","","","",""
"1","0","5","2","5","29","","","","","","","","","","","","","",""
"1","0","6","2","5","69","","","","","","","","","","","","","",""
"1","0","7","2","5","19","","","","","","","","","","","","","",""
"1","0","8","2","5","213","","","","","","","","","","","","","",""
"1","0","1","3","5","40","","","","","","","","","","","","","",""
"1","0","2","3","5","65","","","","","","","","","","","","","",""
"1","0","3","3","5","115","","","","","","","","","","","","","",""
"1","0","4","3","5","209","","","","","","","","","","","","","",""
"1","0","5","3","5","27","","","","","","","","","","","","","",""
"1","0","6","3","5","67","","","","","","","","","","","","","",""
"1","0","7","3","5","45","","","","","","","","","","","","","",""
"1","0","8","3","5","245","","","","","","","","","","","","","",""
"1","0","1","4","5","86","","","","","","","","","","","","","",""
"1","0","2","4","5","123","","","","","","","","","","","","","",""
"1","0","3","4","5","108","","","","","","","","","","","","","",""
"1","0","4","4","5","221","","","","","","","","","","","","","",""
"1","0","5","4","5","72","","","","","","","","","","","","","",""
"1","0","6","4","5","137","","","","","","","","","","","","","",""
"1","0","7","4","5","83","","","","","","","","","","","","","",""
"1","0","8","4","5","283","","","","","","","","","","","","","",""
"1","0","1","5","5","124","","","","","","","","","","","","","",""
"1","0","2","5","5","186","","","","","","","","","","","","","",""
"1","0","3","5","5","166","","","","","","","","","","","","","",""
"1","0","4","5","5","271","","","","","","","","","","","","","",""
"1","0","5","5","5","141","","","","","","","","","","","","","",""
"1","0","6","5","5","259","","","","","","","","","","","","","",""
"1","0","7","5","5","162","","","","","","","","","","","","","",""
"1","0","8","5","5","372","","","","","","","","","","","","","",""
"1","0","1","6","5","194","","","","","","","","","","","","","",""
"1","0","2","6","5","280","","","","","","","","","","","","","",""
"1","0","3","6","5","258","","","","","","","","","","","","","",""
"1","0","4","6","5","353","","","","","","","","","","","","","",""
"1","0","5","6","5","319","","","","","","","","","","","","","",""
"1","0","6","6","5","376","","","","","","","","","","","","","",""
"1","0","7","6","5","246","","","","","","","","","","","","","",""
"1","0","8","6","5","539","","","","","","","","","","","","","",""
"1","0","1","7","5","324","","","","","","","","","","","","","",""
"1","0","2","7","5","360","","","","","","","","","","","","","",""
"1","0","3","7","5","342","","","","","","","","","","","","","",""
"1","0","4","7","5","474","","","","","","","","","","","","","",""
"1","0","5","7","5","427","","","","","","","","","","","","","",""
"1","0","6","7","5","463","","","","","","","","","","","","","",""
"1","0","7","7","5","345","","","","","","","","","","","","","",""
"1","0","8","7","5","655","","","","","","","","","","","","","",""
"0","1","1","1","5","3659","","","","","","","","","","","","","",""
"0","1","2","1","5","4545","","","","","","","","","","","","","",""
"0","1","3","1","5","3439","","","","","","","","","","","","","",""
"0","1","4","1","5","4625","","","","","","","","","","","","","",""
"0","1","5","1","5","3657","","","","","","","","","","","","","",""
"0","1","6","1","5","4633","","","","","","","","","","","","","",""
"0","1","7","1","5","3447","","","","","","","","","","","","","",""
"0","1","8","1","5","4943","","","","","","","","","","","","","",""
"0","1","1","2","5","4315","","","","","","","","","","","","","",""
"0","1","2","2","5","5236","","","","","","","","","","","","","",""
"0","1","3","2","5","4060","","","","","","","","","","","","","",""
"0","1","4","2","5","5270","","","","","","","","","","","","","",""
"0","1","5","2","5","4241","","","","","","","","","","","","","",""
"0","1","6","2","5","5250","","","","","","","","","","","","","",""
"0","1","7","2","5","4035","","","","","","","","","","","","","",""
"0","1","8","2","5","5457","","","","","","","","","","","","","",""
"0","1","1","3","5","5932","","","","","","","","","","","","","",""
"0","1","2","3","5","6878","","","","","","","","","","","","","",""
"0","1","3","3","5","5626","","","","","","","","","","","","","",""
"0","1","4","3","5","6886","","","","","","","","","","","","","",""
"0","1","5","3","5","5752","","","","","","","","","","","","","",""
"0","1","6","3","5","6648","","","","","","","","","","","","","",""
"0","1","7","3","5","5348","","","","","","","","","","","","","",""
"0","1","8","3","5","6831","","","","","","","","","","","","","",""
"0","1","1","4","5","6471","","","","","","","","","","","","","",""
"0","1","2","4","5","7383","","","","","","","","","","","","","",""
"0","1","3","4","5","6247","","","","","","","","","","","","","",""
"0","1","4","4","5","7495","","","","","","","","","","","","","",""
"0","1","5","4","5","6105","","","","","","","","","","","","","",""
"0","1","6","4","5","7094","","","","","","","","","","","","","",""
"0","1","7","4","5","5945","","","","","","","","","","","","","",""
"0","1","8","4","5","7283","","","","","","","","","","","","","",""
"0","1","1","5","5","6558","","","","","","","","","","","","","",""
"0","1","2","5","5","7198","","","","","","","","","","","","","",""
"0","1","3","5","5","6308","","","","","","","","","","","","","",""
"0","1","4","5","5","7336","","","","","","","","","","","","","",""
"0","1","5","5","5","6003","","","","","","","","","","","","","",""
"0","1","6","5","5","6691","","","","","","","","","","","","","",""
"0","1","7","5","5","5738","","","","","","","","","","","","","",""
"0","1","8","5","5","6858","","","","","","","","","","","","","",""
"0","1","1","6","5","6285","","","","","","","","","","","","","",""
"0","1","2","6","5","6928","","","","","","","","","","","","","",""
"0","1","3","6","5","5986","","","","","","","","","","","","","",""
"0","1","4","6","5","6900","","","","","","","","","","","","","",""
"0","1","5","6","5","5858","","","","","","","","","","","","","",""
"0","1","6","6","5","6590","","","","","","","","","","","","","",""
"0","1","7","6","5","5839","","","","","","","","","","","","","",""
"0","1","8","6","5","6634","","","","","","","","","","","","","",""
"0","1","1","7","5","5991","","","","","","","","","","","","","",""
"0","1","2","7","5","6469","","","","","","","","","","","","","",""
"0","1","3","7","5","5765","","","","","","","","","","","","","",""
"0","1","4","7","5","6748","","","","","","","","","","","","","",""
"0","1","5","7","5","5830","","","","","","","","","","","","","",""
"0","1","6","7","5","6688","","","","","","","","","","","","","",""
"0","1","7","7","5","5548","","","","","","","","","","","","","",""
"0","1","8","7","5","6934","","","","","","","","","","","","","",""
"0","0","1","1","5","9","","","","","","","","","","","","","",""
"0","0","2","1","5","26","","","","","","","","","","","","","",""
"0","0","3","1","5","25","","","","","","","","","","","","","",""
"0","0","4","1","5","46","","","","","","","","","","","","","",""
"0","0","5","1","5","13","","","","","","","","","","","","","",""
"0","0","6","1","5","39","","","","","","","","","","","","","",""
"0","0","7","1","5","15","","","","","","","","","","","","","",""
"0","0","8","1","5","47","","","","","","","","","","","","","",""
"0","0","1","2","5","28","","","","","","","","","","","","","",""
"0","0","2","2","5","43","","","","","","","","","","","","","",""
"0","0","3","2","5","54","","","","","","","","","","","","","",""
"0","0","4","2","5","77","","","","","","","","","","","","","",""
"0","0","5","2","5","16","","","","","","","","","","","","","",""
"0","0","6","2","5","47","","","","","","","","","","","","","",""
"0","0","7","2","5","32","","","","","","","","","","","","","",""
"0","0","8","2","5","65","","","","","","","","","","","","","",""
"0","0","1","3","5","59","","","","","","","","","","","","","",""
"0","0","2","3","5","55","","","","","","","","","","","","","",""
"0","0","3","3","5","58","","","","","","","","","","","","","",""
"0","0","4","3","5","84","","","","","","","","","","","","","",""
"0","0","5","3","5","23","","","","","","","","","","","","","",""
"0","0","6","3","5","40","","","","","","","","","","","","","",""
"0","0","7","3","5","40","","","","","","","","","","","","","",""
"0","0","8","3","5","71","","","","","","","","","","","","","",""
"0","0","1","4","5","72","","","","","","","","","","","","","",""
"0","0","2","4","5","88","","","","","","","","","","","","","",""
"0","0","3","4","5","86","","","","","","","","","","","","","",""
"0","0","4","4","5","103","","","","","","","","","","","","","",""
"0","0","5","4","5","83","","","","","","","","","","","","","",""
"0","0","6","4","5","91","","","","","","","","","","","","","",""
"0","0","7","4","5","73","","","","","","","","","","","","","",""
"0","0","8","4","5","96","","","","","","","","","","","","","",""
"0","0","1","5","5","189","","","","","","","","","","","","","",""
"0","0","2","5","5","135","","","","","","","","","","","","","",""
"0","0","3","5","5","136","","","","","","","","","","","","","",""
"0","0","4","5","5","164","","","","","","","","","","","","","",""
"0","0","5","5","5","126","","","","","","","","","","","","","",""
"0","0","6","5","5","167","","","","","","","","","","","","","",""
"0","0","7","5","5","129","","","","","","","","","","","","","",""
"0","0","8","5","5","146","","","","","","","","","","","","","",""
"0","0","1","6","5","137","","","","","","","","","","","","","",""
"0","0","2","6","5","263","","","","","","","","","","","","","",""
"0","0","3","6","5","179","","","","","","","","","","","","","",""
"0","0","4","6","5","241","","","","","","","","","","","","","",""
"0","0","5","6","5","196","","","","","","","","","","","","","",""
"0","0","6","6","5","244","","","","","","","","","","","","","",""
"0","0","7","6","5","205","","","","","","","","","","","","","",""
"0","0","8","6","5","222","","","","","","","","","","","","","",""
"0","0","1","7","5","159","","","","","","","","","","","","","",""
"0","0","2","7","5","337","","","","","","","","","","","","","",""
"0","0","3","7","5","270","","","","","","","","","","","","","",""
"0","0","4","7","5","311","","","","","","","","","","","","","",""
"0","0","5","7","5","261","","","","","","","","","","","","","",""
"0","0","6","7","5","378","","","","","","","","","","","","","",""
"0","0","7","7","5","305","","","","","","","","","","","","","",""
"0","0","8","7","5","339","","","","","","","","","","","","","",""
