Linea_celular,Anti.miARNs,Recuento_Celular,Replicas.,Tiempo,Concentracion,Fluorescencia
SW620,0,1,2,7,10,6449
SW620,0,1,3,7,10,5979
SW620,0,1,4,7,10,6944
SW620,0,1,5,7,10,4891
SW620,0,1,6,7,10,7124
SW620,0,1,7,7,10,4815
SW620,0,1,8,7,10,6893
SW620,0,0,1,1,10,10
SW620,0,0,2,1,10,11
SW620,0,0,3,1,10,2
SW620,0,0,4,1,10,18
SW620,0,0,5,1,10,12
SW620,0,0,6,1,10,9
SW620,0,0,7,1,10,8
SW620,0,0,8,1,10,21
SW620,0,0,1,2,10,23
SW620,0,0,2,2,10,19
SW620,0,0,3,2,10,8
SW620,0,0,4,2,10,28
SW620,0,0,5,2,10,86
SW620,0,0,6,2,10,166
SW620,0,0,7,2,10,12
SW620,0,0,8,2,10,22
SW620,0,0,1,3,10,91
SW620,0,0,2,3,10,91
SW620,0,0,3,3,10,109
SW620,0,0,4,3,10,126
SW620,0,0,5,3,10,47
SW620,0,0,6,3,10,78
SW620,0,0,7,3,10,106
SW620,0,0,8,3,10,98
SW620,0,0,1,4,10,236
SW620,0,0,2,4,10,327
SW620,0,0,3,4,10,371
SW620,0,0,4,4,10,327
SW620,0,0,5,4,10,194
SW620,0,0,6,4,10,243
SW620,0,0,7,4,10,319
SW620,0,0,8,4,10,282
SW620,0,0,1,5,10,561
SW620,0,0,2,5,10,661
SW620,0,0,3,5,10,770
SW620,0,0,4,5,10,726
SW620,0,0,5,5,10,373
SW620,0,0,6,5,10,453
SW620,0,0,7,5,10,632
SW620,0,0,8,5,10,629
SW620,0,0,1,6,10,882
SW620,0,0,2,6,10,974
SW620,0,0,3,6,10,1093
SW620,0,0,4,6,10,1085
SW620,0,0,5,6,10,645
SW620,0,0,6,6,10,829
SW620,0,0,7,6,10,935
SW620,0,0,8,6,10,917
SW620,0,0,1,7,10,1307
SW620,0,0,2,7,10,1325
SW620,0,0,3,7,10,1444
SW620,0,0,4,7,10,1537
SW620,0,0,5,7,10,865
SW620,0,0,6,7,10,1196
SW620,0,0,7,7,10,1140
SW620,0,0,8,7,10,1284
SW620,1,1,1,1,5,3497
SW620,1,1,2,1,5,3507
SW620,1,1,3,1,5,2698
SW620,1,1,4,1,5,4501
SW620,1,1,5,1,5,2383
SW620,1,1,6,1,5,3793
SW620,1,1,7,1,5,1904
SW620,1,1,8,1,5,3897
SW620,1,1,1,2,5,3619
SW620,1,1,2,2,5,3660
SW620,1,1,3,2,5,2999
SW620,1,1,4,2,5,4629
SW620,1,1,5,2,5,2729
SW620,1,1,6,2,5,3959
SW620,1,1,7,2,5,2203
SW620,1,1,8,2,5,4083
SW620,1,1,1,3,5,4534
SW620,1,1,2,3,5,4640
SW620,1,1,3,3,5,3727
SW620,1,1,4,3,5,5762
SW620,1,1,5,3,5,3499
SW620,1,1,6,3,5,4942
SW620,1,1,7,3,5,2804
SW620,1,1,8,3,5,4955
SW620,1,1,1,4,5,4645
SW620,1,1,2,4,5,4909
SW620,1,1,3,4,5,3971
SW620,1,1,4,4,5,5702
SW620,1,1,5,4,5,4201
SW620,1,1,6,4,5,5502
SW620,1,1,7,4,5,3340
SW620,1,1,8,4,5,5714
SW620,1,1,1,5,5,5044
SW620,1,1,2,5,5,5428
SW620,1,1,3,5,5,4485
SW620,1,1,4,5,5,6232
SW620,1,1,5,5,5,4417
SW620,1,1,6,5,5,5844
SW620,1,1,7,5,5,3735
SW620,1,1,8,5,5,5723
SW620,1,1,1,6,5,5671
SW620,1,1,2,6,5,6016
SW620,1,1,3,6,5,5087
SW620,1,1,4,6,5,6721
SW620,1,1,5,6,5,4822
SW620,1,1,6,6,5,6017
SW620,1,1,7,6,5,4100
SW620,1,1,8,6,5,6025
SW620,1,1,1,7,5,6526
SW620,1,1,2,7,5,6818
SW620,1,1,3,7,5,5972
SW620,1,1,4,7,5,7399
SW620,1,1,5,7,5,5310
SW620,1,1,6,7,5,6767
SW620,1,1,7,7,5,4911
SW620,1,1,8,7,5,6794
SW620,1,0,1,1,5,15
SW620,1,0,2,1,5,5
SW620,1,0,3,1,5,5
SW620,1,0,4,1,5,18
SW620,1,0,5,1,5,6
SW620,1,0,6,1,5,11
SW620,1,0,7,1,5,212
SW620,1,0,8,1,5,16
SW620,1,0,1,2,5,118
SW620,1,0,2,2,5,22
SW620,1,0,3,2,5,31
SW620,1,0,4,2,5,41
SW620,1,0,5,2,5,9
SW620,1,0,6,2,5,31
SW620,1,0,7,2,5,138
SW620,1,0,8,2,5,24
SW620,1,0,1,3,5,45
SW620,1,0,2,3,5,74
SW620,1,0,3,3,5,74
SW620,1,0,4,3,5,64
SW620,1,0,5,3,5,20
SW620,1,0,6,3,5,32
SW620,1,0,7,3,5,148
SW620,1,0,8,3,5,33
SW620,1,0,1,4,5,117
SW620,1,0,2,4,5,150
SW620,1,0,3,4,5,161
SW620,1,0,4,4,5,163
SW620,1,0,5,4,5,77
SW620,1,0,6,4,5,108
SW620,1,0,7,4,5,219
SW620,1,0,8,4,5,116
SW620,1,0,1,5,5,218
SW620,1,0,2,5,5,265
SW620,1,0,3,5,5,283
SW620,1,0,4,5,5,321
SW620,1,0,5,5,5,161
SW620,1,0,6,5,5,241
SW620,1,0,7,5,5,339
SW620,1,0,8,5,5,250
SW620,1,0,1,6,5,376
SW620,1,0,2,6,5,385
SW620,1,0,3,6,5,470
SW620,1,0,4,6,5,527
SW620,1,0,5,6,5,307
SW620,1,0,6,6,5,420
SW620,1,0,7,6,5,413
SW620,1,0,8,6,5,465
SW620,1,0,1,7,5,551
SW620,1,0,2,7,5,558
SW620,1,0,3,7,5,612
SW620,1,0,4,7,5,788
SW620,1,0,5,7,5,449
SW620,1,0,6,7,5,686
SW620,1,0,7,7,5,619
SW620,1,0,8,7,5,649
SW620,0,1,1,1,5,3371
SW620,0,1,2,1,5,4491
SW620,0,1,3,1,5,2286
SW620,0,1,4,1,5,4857
SW620,0,1,5,1,5,2095
SW620,0,1,6,1,5,3987
SW620,0,1,7,1,5,2108
SW620,0,1,8,1,5,4035
SW620,0,1,1,2,5,3648
SW620,0,1,2,2,5,4405
SW620,0,1,3,2,5,2743
SW620,0,1,4,2,5,5004
SW620,0,1,5,2,5,2306
SW620,0,1,6,2,5,4024
SW620,0,1,7,2,5,2403
SW620,0,1,8,2,5,4099
SW620,0,1,1,3,5,4439
SW620,0,1,2,3,5,5329
SW620,0,1,3,3,5,3427
SW620,0,1,4,3,5,5794
SW620,0,1,5,3,5,3032
SW620,0,1,6,3,5,5082
SW620,0,1,7,3,5,3101
SW620,0,1,8,3,5,5029
SW620,0,1,1,4,5,5070
SW620,0,1,2,4,5,5655
SW620,0,1,3,4,5,4030
SW620,0,1,4,4,5,6325
SW620,0,1,5,4,5,3861
SW620,0,1,6,4,5,5983
SW620,0,1,7,4,5,3902
SW620,0,1,8,4,5,6011
SW620,0,1,1,5,5,5616
SW620,0,1,2,5,5,6265
SW620,0,1,3,5,5,4587
SW620,0,1,4,5,5,6776
SW620,0,1,5,5,5,4263
SW620,0,1,6,5,5,6188
SW620,0,1,7,5,5,4136
SW620,0,1,8,5,5,5988
SW620,0,1,1,6,5,6333
SW620,0,1,2,6,5,6455
SW620,0,1,3,6,5,5241
SW620,0,1,4,6,5,7327
SW620,0,1,5,6,5,4791
SW620,0,1,6,6,5,6784
SW620,0,1,7,6,5,4749
SW620,0,1,8,6,5,6588
SW620,0,1,1,7,5,6780
SW620,0,1,2,7,5,6802
SW620,0,1,3,7,5,5925
SW620,0,1,4,7,5,7479
SW620,0,1,5,7,5,5305
SW620,0,1,6,7,5,7122
SW620,0,1,7,7,5,5331
SW620,0,1,8,7,5,6857
SW620,0,0,1,1,5,14
SW620,0,0,2,1,5,47
SW620,0,0,3,1,5,16
SW620,0,0,4,1,5,34
SW620,0,0,5,1,5,4
SW620,0,0,6,1,5,12
SW620,0,0,7,1,5,546
SW620,0,0,8,1,5,18
SW620,0,0,1,2,5,15
SW620,0,0,2,2,5,60
SW620,0,0,3,2,5,18
SW620,0,0,4,2,5,45
SW620,0,0,5,2,5,96
SW620,0,0,6,2,5,26
SW620,0,0,7,2,5,16
SW620,0,0,8,2,5,42
SW620,0,0,1,3,5,45
SW620,0,0,2,3,5,110
SW620,0,0,3,3,5,37
SW620,0,0,4,3,5,81
SW620,0,0,5,3,5,32
SW620,0,0,6,3,5,64
SW620,0,0,7,3,5,44
SW620,0,0,8,3,5,90
SW620,0,0,1,4,5,110
SW620,0,0,2,4,5,160
SW620,0,0,3,4,5,109
SW620,0,0,4,4,5,142
SW620,0,0,5,4,5,70
SW620,0,0,6,4,5,147
SW620,0,0,7,4,5,103
SW620,0,0,8,4,5,161
SW620,0,0,1,5,5,197
SW620,0,0,2,5,5,290
SW620,0,0,3,5,5,199
SW620,0,0,4,5,5,262
SW620,0,0,5,5,5,140
SW620,0,0,6,5,5,271
SW620,0,0,7,5,5,175
SW620,0,0,8,5,5,237
SW620,0,0,1,6,5,340
SW620,0,0,2,6,5,452
SW620,0,0,3,6,5,340
SW620,0,0,4,6,5,493
SW620,0,0,5,6,5,232
SW620,0,0,6,6,5,417
SW620,0,0,7,6,5,332
SW620,0,0,8,6,5,487
SW620,0,0,1,7,5,562
SW620,0,0,2,7,5,725
SW620,0,0,3,7,5,459
SW620,0,0,4,7,5,919
SW620,0,0,5,7,5,333
SW620,0,0,6,7,5,612
SW620,0,0,7,7,5,441
SW620,0,0,8,7,5,601
